============== Resource: 纽约州 ==============
Label: 紐約州,		Frequency: 824
Label: 普兰菲尔德,		Frequency: 1
Label: 威尼斯,		Frequency: 1
Label: 苏必利尔湖,		Frequency: 1
Label: 試播,		Frequency: 1
Label: 南塔克特,		Frequency: 1
Label: 博卡拉頓,		Frequency: 1
Label: 奥地利皇位,		Frequency: 1
Label: 亞特蘭大鷹隊,		Frequency: 1
Label: New Rays Ballpark,		Frequency: 1
Label: 笔名,		Frequency: 1
Label: 曼哈顿区,		Frequency: 1
Label: 英屬馬里蘭省,		Frequency: 1
Label: 蟒蛇,		Frequency: 1
Label: 尤金,		Frequency: 1
Label: 安娜·卡列尼娜,		Frequency: 1
Label: 公衛,		Frequency: 1
Label: 权利法案,		Frequency: 1
Label: 单簧管,		Frequency: 1
Label: 美国选举人团,		Frequency: 1
Label: 好望角,		Frequency: 1
Label: 孫文,		Frequency: 1
Label: 陳倩雯 (華裔美國人),		Frequency: 1
Label: 普世教会协会,		Frequency: 1
Label: CDC,		Frequency: 1
Label: 阿龍·伯爾,		Frequency: 1
Label: 檢察官,		Frequency: 1
Label: 暑期学校,		Frequency: 1
Label: 约翰·冯·诺伊曼,		Frequency: 1
Label: 環球唱片,		Frequency: 1
Label: 莫斯科,		Frequency: 1
Label: 都柏林,		Frequency: 1
Label: 紐約州公園大道系統,		Frequency: 1
Label: 有贺长雄,		Frequency: 1
Label: 伊安·金斯勒,		Frequency: 1
Label: 美國中央情報局,		Frequency: 1
Label: 圣若翰·喇沙,		Frequency: 1
Label: 助理主教,		Frequency: 1
Label: 熊本市,		Frequency: 1
Label: 由提卡学院,		Frequency: 1
Label: 鹽,		Frequency: 1
Label: 垃圾桶畫派,		Frequency: 1
Label: 落葉樹林,		Frequency: 1
Label: 里昂·乔戈什,		Frequency: 1
Label: 馬來西亞總理,		Frequency: 1
Label: 徒步,		Frequency: 1
Label: 阿尔伯塔德比,		Frequency: 1
Label: 北美大平原,		Frequency: 1
Label: 3月2日,		Frequency: 1
Label: 劍橋七傑,		Frequency: 1
Label: 弗雷斯諾,		Frequency: 1
Label: 賽門·卡美容,		Frequency: 1
Label: 鮋形目,		Frequency: 1
Label: 美国派2,		Frequency: 1
Label: 萊康明,		Frequency: 1
Label: 入侵韋拉克魯斯,		Frequency: 1
Label: 埃利斯島,		Frequency: 1
Label: Roscoe Umali,		Frequency: 1
Label: 冊封聖典,		Frequency: 1
Label: 禁酒运动,		Frequency: 1
Label: 1世紀,		Frequency: 1
Label: 空中服务员,		Frequency: 1
Label: 鸡,		Frequency: 1
Label: 阿朗左·巴顿·康乃尔,		Frequency: 1
Label: 沃爾特·克朗凱特,		Frequency: 1
Label: 英雄营,		Frequency: 1
Label: 沙漠,		Frequency: 1
Label: 暴力,		Frequency: 1
Label: 新泽西方案,		Frequency: 1
Label: 庫柏廣場,		Frequency: 1
Label: CNN,		Frequency: 1
Label: 亨克·滕卡特,		Frequency: 1
Label: 参议院,		Frequency: 1
Label: 約翰·福特,		Frequency: 1
Label: 水牛城市,		Frequency: 1
Label: 科珀斯克里斯蒂,		Frequency: 1
Label: 公司法,		Frequency: 1
Label: 陕甘宁边区,		Frequency: 1
Label: 上西城,		Frequency: 1
Label: 羅克蘭縣,		Frequency: 1
Label: 5月28日,		Frequency: 1
Label: 孔斯維茲基,		Frequency: 1
Label: 伯瑞特波罗,		Frequency: 1
Label: 繼承,		Frequency: 1
Label: 漫威漫畫,		Frequency: 1
Label: 獅子魚科,		Frequency: 1
Label: 奇帕瓦戰役,		Frequency: 1
Label: 摩門教,		Frequency: 1
Label: 跳舞女郎,		Frequency: 1
Label: 孔德德林哈里斯军事博物馆,		Frequency: 1
Label: 戈登·興格萊,		Frequency: 1
Label: 搶救雷恩大兵,		Frequency: 1
Label: 美國東海岸,		Frequency: 1
Label: 知识产权,		Frequency: 1
Label: 小提琴家,		Frequency: 1
Label: 聖保羅座堂,		Frequency: 1
Label: 森林,		Frequency: 1
Label: 打點,		Frequency: 1
Label: 脊椎動物,		Frequency: 1
Label: 路面電車,		Frequency: 1
Label: 本宁堡,		Frequency: 1
Label: 美國國家圖書獎,		Frequency: 1
Label: 将军,		Frequency: 1
Label: 爱知县,		Frequency: 1
Label: 紐約市立學院,		Frequency: 1
Label: 吉米·法克斯,		Frequency: 1
Label: 东方礼,		Frequency: 1
Label: 伊士曼,		Frequency: 1
Label: 乔治城大学,		Frequency: 1
Label: Ronald Breslow,		Frequency: 1
Label: 华平投资,		Frequency: 1
Label: 國民中學,		Frequency: 1
Label: ICAO,		Frequency: 1
Label: 国家篮球联盟,		Frequency: 1
Label: 卡内基梅隆大学,		Frequency: 1
Label: 美国自由土地党,		Frequency: 1
Label: 庫德斯伯,		Frequency: 1
Label: 艾伦·伯尔,		Frequency: 1
Label: 美國總統大選,		Frequency: 1
Label: 基斯·亚历山大,		Frequency: 1
Label: 爱德华多·萨维林,		Frequency: 1
Label: 多丽斯·基恩斯·古德温,		Frequency: 1
Label: 里士满,		Frequency: 1
Label: 凱特·瑪拉,		Frequency: 1
Label: 帕姆比奇,		Frequency: 1
Label: 門羅,		Frequency: 1
Label: 环球小姐,		Frequency: 1
Label: 山姆·德·尚普蘭,		Frequency: 1
Label: 17世纪,		Frequency: 1
Label: 第一太平銀行中心,		Frequency: 1
Label: 电脑游戏,		Frequency: 1
Label: 桑莫塞郡,		Frequency: 1
Label: 學生志願宣教運動,		Frequency: 1
Label: 國際緯度觀測所,		Frequency: 1
Label: 11月29日,		Frequency: 1
Label: 亚利桑那大学,		Frequency: 1
Label: B電影影展,		Frequency: 1
Label: 戰略情報局,		Frequency: 1
Label: 錫達拉皮茲,		Frequency: 1
Label: Oklahoma,		Frequency: 1
Label: 铱卫星,		Frequency: 1
Label: 許仕仁,		Frequency: 1
Label: 古斯塔夫·福樓拜,		Frequency: 1
Label: 图书馆,		Frequency: 1
Label: 肯尼迪表演艺术中心,		Frequency: 1
Label: 新泽西弗瑞郝德学院,		Frequency: 1
Label: 地質學,		Frequency: 1
Label: 梅森县战争,		Frequency: 1
Label: 喜劇演員,		Frequency: 1
Label: 郵輪,		Frequency: 1
Label: 費耶特維爾,		Frequency: 1
Label: 徐州,		Frequency: 1
Label: 11月10日,		Frequency: 1
Label: 憲法號,		Frequency: 1
Label: 沼澤,		Frequency: 1
Label: 宾州,		Frequency: 1
Label: 艾瑞克‧马丁,		Frequency: 1
Label: 賽跑,		Frequency: 1
Label: 大卫·彼得雷乌斯,		Frequency: 1
Label: 泰奧加縣,		Frequency: 1
Label: 11月11日,		Frequency: 1
Label: 1470年,		Frequency: 1
Label: 莱夫奥克县,		Frequency: 1
Label: 密尔沃基雄鹿队,		Frequency: 1
Label: 丹尼爾·戴-路易斯,		Frequency: 1
Label: 史提夫·以色列,		Frequency: 1
Label: 瓦薩學院,		Frequency: 1
Label: 人民代表大会,		Frequency: 1
Label: 罢课,		Frequency: 1
Label: 密德薩克斯郡,		Frequency: 1
Label: 英迪光讯公司（Intpax, Inc.）,		Frequency: 1
Label: 歷史,		Frequency: 1
Label: 獎學金,		Frequency: 1
Label: 休斯敦火箭队,		Frequency: 1
Label: 纽约协和神学院,		Frequency: 1
Label: 聯邦退伍軍人事務部,		Frequency: 1
Label: 阿爾及利亞,		Frequency: 1
Label: 1627年,		Frequency: 1
Label: 11月12日,		Frequency: 1
Label: 财政部长,		Frequency: 1
Label: 奥斯卡獎,		Frequency: 1
Label: 彼得·史岱文森,		Frequency: 1
Label: 第一联盟集团,		Frequency: 1
Label: 纳吉布,		Frequency: 1
Label: 乔治·华盛顿高中,		Frequency: 1
Label: 8月28日,		Frequency: 1
Label: 彩色电影,		Frequency: 1
Label: 芝加哥市,		Frequency: 1
Label: 强碱,		Frequency: 1
Label: 巴鲁克·塞缪尔·布隆伯格,		Frequency: 1
Label: 中篇小說,		Frequency: 1
Label: 来斯特医院,		Frequency: 1
Label: 美國國家歷史名勝,		Frequency: 1
Label: Folger戏剧集团,		Frequency: 1
Label: VIPER,		Frequency: 1
Label: 工资帽,		Frequency: 1
Label: 罗德岛及普罗维登斯种植地,		Frequency: 1
Label: 争吵,		Frequency: 1
Label: iPod,		Frequency: 1
Label: 德裔美籍,		Frequency: 1
Label: Life of Pi,		Frequency: 1
Label: 韦斯特波特,		Frequency: 1
Label: 夸梅·布朗,		Frequency: 1
Label: 米爾福德,		Frequency: 1
Label: 2011年1月,		Frequency: 1
Label: 雷曼大学,		Frequency: 1
Label: 北非,		Frequency: 1
Label: 迪凱特,		Frequency: 1
Label: 麥克多諾·湯瑪士,		Frequency: 1
Label: 社区大学,		Frequency: 1
Label: 1624年,		Frequency: 1
Label: 辛亥革命,		Frequency: 1
Label: 融资,		Frequency: 1
Label: 美国国家航空航天局,		Frequency: 1
Label: 小查爾斯·弗蘭西斯·亞當斯,		Frequency: 1
Label: 黃金海岸,		Frequency: 1
Label: 廖梦醒,		Frequency: 1
Label: 法蘭西斯·福山,		Frequency: 1
Label: 新約,		Frequency: 1
Label: 8月25日,		Frequency: 1
Label: 全国人民代表大会常务委员会委员长,		Frequency: 1
Label: 海军陆战队指挥参谋学院,		Frequency: 1
Label: 兔眼藍莓,		Frequency: 1
Label: 205號州際公路,		Frequency: 1
Label: 沙利文縣,		Frequency: 1
Label: 安德鲁·格雷格·柯廷,		Frequency: 1
Label: 服務,		Frequency: 1
Label: 管理科学成就奖,		Frequency: 1
Label: 多米尼克·斯特劳斯-卡恩,		Frequency: 1
Label: 白采尔科维,		Frequency: 1
Label: 傑納西奧村,		Frequency: 1
Label: 约翰·麦凯恩,		Frequency: 1
Label: Hawaii,		Frequency: 1
Label: 國家廣播公司,		Frequency: 1
Label: 羅伯特·摩斯,		Frequency: 1
Label: 鳳凰城天港國際機場,		Frequency: 1
Label: 8月24日,		Frequency: 1
Label: 的黎波里大学,		Frequency: 1
Label: 麻省理工學院,		Frequency: 1
Label: 理海河谷,		Frequency: 1
Label: 亚太地区,		Frequency: 1
Label: 水门事件,		Frequency: 1
Label: 彼得·崔切伯格,		Frequency: 1
Label: 屿,		Frequency: 1
Label: 念力,		Frequency: 1
Label: 時代雜誌,		Frequency: 1
Label: 葛萊美奖,		Frequency: 1
Label: D.C.,		Frequency: 1
Label: 營養,		Frequency: 1
Label: 薩拉曼卡鎮 (紐約州),		Frequency: 1
Label: 研究所,		Frequency: 1
Label: 文明的搖籃,		Frequency: 1
Label: 佛蒙特宪法,		Frequency: 1
Label: 第62屆坎城影展,		Frequency: 1
Label: 直接市場,		Frequency: 1
Label: 伏爾加-頓河運河,		Frequency: 1
Label: Nicolaus Ludwig Zinzendorf,		Frequency: 1
Label: 總理,		Frequency: 1
Label: 底那墨涅,		Frequency: 1
Label: 人口增长率,		Frequency: 1
Label: 里昂·莫伊塞弗,		Frequency: 1
Label: 勵志,		Frequency: 1
Label: 华沙大学,		Frequency: 1
Label: 普特南郡,		Frequency: 1
Label: 圣安东尼奥,		Frequency: 1
Label: 梅加·埃弗斯,		Frequency: 1
Label: 第十一大道,		Frequency: 1
Label: 蓝皮书,		Frequency: 1
Label: 社會運動,		Frequency: 1
Label: 赫基默,		Frequency: 1
Label: 主要城市,		Frequency: 1
Label: 運河,		Frequency: 1
Label: 古生物學家,		Frequency: 1
Label: 楊克斯,		Frequency: 1
Label: 內森·S·克萊恩,		Frequency: 1
Label: 約翰·蘇利民,		Frequency: 1
Label: 公升,		Frequency: 1
Label: 密苏里领地,		Frequency: 1
Label: 服务生,		Frequency: 1
Label: 骷髏會,		Frequency: 1
Label: 教皇國,		Frequency: 1
Label: 谷歌公司,		Frequency: 1
Label: 本尼迪克特·安德森,		Frequency: 1
Label: 紐約州25號公路,		Frequency: 1
Label: 歐巴馬,		Frequency: 1
Label: 795,		Frequency: 1
Label: 酒,		Frequency: 1
Label: 2月8日,		Frequency: 1
Label: 滨海新区,		Frequency: 1
Label: 薛顿贺尔大学,		Frequency: 1
Label: 2013年5月18日至5月21日龍捲風大爆發,		Frequency: 1
Label: 紐約級戰艦,		Frequency: 1
Label: 东沙群岛,		Frequency: 1
Label: 美国国务院,		Frequency: 1
Label: 美國國家歷史地標,		Frequency: 1
Label: 主教座堂中学,		Frequency: 1
Label: 貝斯,		Frequency: 1
Label: 瓜納華托州,		Frequency: 1
Label: 紐約華埠,		Frequency: 1
Label: 马来西亚,		Frequency: 1
Label: 德拉瓦河,		Frequency: 1
Label: 貝盧斯科尼,		Frequency: 1
Label: 醋,		Frequency: 1
Label: 国际滑油脂协会,		Frequency: 1
Label: 德爾亥,		Frequency: 1
Label: 雕像,		Frequency: 1
Label: E-ZPass,		Frequency: 1
Label: 查尔斯·西摩,		Frequency: 1
Label: 貝斯手,		Frequency: 1
Label: 恐怖分子,		Frequency: 1
Label: 牛津剑桥教学系统,		Frequency: 1
Label: 克莱斯勒汽车公司,		Frequency: 1
Label: 雀兒喜區,		Frequency: 1
Label: 聖達戈佩科球場,		Frequency: 1
Label: 羅伯特‧J‧坎寧安,		Frequency: 1
Label: 倫敦大學,		Frequency: 1
Label: 直升机,		Frequency: 1
Label: 南軍,		Frequency: 1
Label: Nevada,		Frequency: 1
Label: 彗星,		Frequency: 1
Label: 威爾莫特但書,		Frequency: 1
Label: 路易斯安那,		Frequency: 1
Label: 金,		Frequency: 1
Label: 阿爾比恩,		Frequency: 1
Label: 冷泉港捕鯨博物館,		Frequency: 1
Label: 衣物,		Frequency: 1
Label: 1320年,		Frequency: 1
Label: 金球奖,		Frequency: 1
Label: 玫瑰窗,		Frequency: 1
Label: 竞选,		Frequency: 1
Label: 白喉,		Frequency: 1
Label: 壬色列,		Frequency: 1
Label: 文学硕士,		Frequency: 1
Label: 塔斯卡洛拉人,		Frequency: 1
Label: 美國國旗,		Frequency: 1
Label: Sorrento,		Frequency: 1
Label: 马六甲,		Frequency: 1
Label: 梅約醫療中心,		Frequency: 1
Label: 康宁市,		Frequency: 1
Label: 富勒顿,		Frequency: 1
Label: 美國共和黨,		Frequency: 1
Label: 班哲明·拉許,		Frequency: 1
Label: 坎贝尔,		Frequency: 1
Label: 班斯卡·比斯特理察州,		Frequency: 1
Label: 长山列岛,		Frequency: 1
Label: 斯科特·费尔曼,		Frequency: 1
Label: 卡特羅格斯縣,		Frequency: 1
Label: 美國鹽湖城冬季奧運,		Frequency: 1
Label: 大急流市,		Frequency: 1
Label: 普查設計地點,		Frequency: 1
Label: 分子生物学,		Frequency: 1
Label: 創興銀行中心,		Frequency: 1
Label: Wisconsin,		Frequency: 1
Label: 出生日期,		Frequency: 1
Label: 克拉克斯维尔,		Frequency: 1
Label: 烷基化油,		Frequency: 1
Label: 蘿絲·拜恩,		Frequency: 1
Label: 執行長,		Frequency: 1
Label: 威廉·詹宁斯·布赖恩,		Frequency: 1
Label: 最佳影片,		Frequency: 1
Label: 摄影师,		Frequency: 1
Label: 韋爾,		Frequency: 1
Label: 埃比尼泽·霍华德,		Frequency: 1
Label: 薩克其萬省,		Frequency: 1
Label: 老詹姆斯·罗斯福,		Frequency: 1
Label: 威尔明顿,		Frequency: 1
Label: 銀,		Frequency: 1
Label: 週轉率,		Frequency: 1
Label: 威廉·P·罗杰斯,		Frequency: 1
Label: BioVeda(China),		Frequency: 1
Label: 布法罗 (明尼苏达州),		Frequency: 1
Label: 1742年,		Frequency: 1
Label: 布拉德利國際機場,		Frequency: 1
Label: 广州市,		Frequency: 1
Label: 康寧公司,		Frequency: 1
Label: 弗雷德里克頓,		Frequency: 1
Label: 潮州,		Frequency: 1
Label: 土衛九,		Frequency: 1
Label: 纽约州州长官邸,		Frequency: 1
Label: 第三大道,		Frequency: 1
Label: 赌博,		Frequency: 1
Label: 1743年,		Frequency: 1
Label: 電晶體,		Frequency: 1
Label: 纳米比亚,		Frequency: 1
Label: 伊利莎白敦,		Frequency: 1
Label: 荆门市,		Frequency: 1
Label: 楊百翰,		Frequency: 1
Label: 爬蟲動物,		Frequency: 1
Label: 比佛利山莊,		Frequency: 1
Label: 亚马逊热带雨林,		Frequency: 1
Label: 菲力·斯凱勒,		Frequency: 1
Label: Charles Schumer,		Frequency: 1
Label: 缓存,		Frequency: 1
Label: 弗朗茨二世,		Frequency: 1
Label: 无线电,		Frequency: 1
Label: 法国军事博物馆,		Frequency: 1
Label: 林肯中心,		Frequency: 1
Label: 貝比·魯斯,		Frequency: 1
Label: 希拉里·黛安·罗登·克林顿,		Frequency: 1
Label: 撲克之星,		Frequency: 1
Label: 死刑,		Frequency: 1
Label: 人民力量党,		Frequency: 1
Label: 福岛县,		Frequency: 1
Label: 本宁顿县,		Frequency: 1
Label: 丹麥人,		Frequency: 1
Label: M7航空航天,		Frequency: 1
Label: 1741年,		Frequency: 1
Label: 德,		Frequency: 1
Label: 瑪莉亞城廣場,		Frequency: 1
Label: 鋼,		Frequency: 1
Label: 收购,		Frequency: 1
Label: 使徒信經,		Frequency: 1
Label: 能見度,		Frequency: 1
Label: 喬治湖村,		Frequency: 1
Label: 蔡和平,		Frequency: 1
Label: Fast & Furious,		Frequency: 1
Label: 于刚,		Frequency: 1
Label: 478號州際公路,		Frequency: 1
Label: 收購,		Frequency: 1
Label: 柯達公司,		Frequency: 1
Label: 谜语人,		Frequency: 1
Label: 費城國際機場,		Frequency: 1
Label: 暗房,		Frequency: 1
Label: 聖地牙哥 (加利福尼亞州) ,		Frequency: 1
Label: 科金博大區,		Frequency: 1
Label: 布倫特里,		Frequency: 1
Label: 雷諾,		Frequency: 1
Label: 手動槍機,		Frequency: 1
Label: 古生物學,		Frequency: 1
Label: 哲學,		Frequency: 1
Label: 身份證件,		Frequency: 1
Label: 自由派,		Frequency: 1
Label: 軟體,		Frequency: 1
Label: 反土耳其军事联盟,		Frequency: 1
Label: 统计学,		Frequency: 1
Label: 拉丁美洲,		Frequency: 1
Label: 瑞普·凡·温克尔,		Frequency: 1
Label: 公共電視節目製播組,		Frequency: 1
Label: 徐载弼,		Frequency: 1
Label: 瓦姆普斯維,		Frequency: 1
Label: 8月30日,		Frequency: 1
Label: Sargent Shriver,		Frequency: 1
Label: 拉脫維亞,		Frequency: 1
Label: 布利克斯河,		Frequency: 1
Label: 參議院,		Frequency: 1
Label: 1900年美国总统选举,		Frequency: 1
Label:  4：布朗克斯 ,		Frequency: 1
Label: 11月14日,		Frequency: 1
Label: 機械工程,		Frequency: 1
Label: 一次世界大戰,		Frequency: 1
Label: 爵士鼓手,		Frequency: 1
Label: 國民球場,		Frequency: 1
Label: 蓮庵里,		Frequency: 1
Label: 威爾士,		Frequency: 1
Label: 女生联谊会,		Frequency: 1
Label: 鎮,		Frequency: 1
Label: 管程,		Frequency: 1
Label: 大鹽湖效應,		Frequency: 1
Label: 教義和聖約,		Frequency: 1
Label: 東帝汶,		Frequency: 1
Label: 大北方戰爭,		Frequency: 1
Label: 曼克頓,		Frequency: 1
Label: 阿帕拉契登山俱樂部,		Frequency: 1
Label: 林子祥,		Frequency: 1
Label: 國家聯盟東區,		Frequency: 1
Label: 幹細胞,		Frequency: 1
Label: 泰国大理院,		Frequency: 1
Label: 太平洋聯盟,		Frequency: 1
Label: 包裝工,		Frequency: 1
Label: 美国大学协会,		Frequency: 1
Label: 政務司司長,		Frequency: 1
Label: 休士顿太空人,		Frequency: 1
Label: 班寧頓學院,		Frequency: 1
Label: 全壘打,		Frequency: 1
Label: 美国公民,		Frequency: 1
Label: 俄亥俄州收費公路,		Frequency: 1
Label: 盧森堡,		Frequency: 1
Label: 糖尿病,		Frequency: 1
Label: 民主進步黨,		Frequency: 1
Label: 莫兰德市,		Frequency: 1
Label: 51號美國國道,		Frequency: 1
Label: 约翰内斯堡国际机场,		Frequency: 1
Label: 艺术大学,		Frequency: 1
Label: 費茲·寇比,		Frequency: 1
Label: 克隆,		Frequency: 1
Label: 意外的旅客,		Frequency: 1
Label: 前三点式起落架,		Frequency: 1
Label: 聖巴特里爵主教座堂,		Frequency: 1
Label: 以色列宣布独立,		Frequency: 1
Label: 巴德学院,		Frequency: 1
Label: 慕尼黑,		Frequency: 1
Label: 斯科哈里村,		Frequency: 1
Label: 工商管理硕士,		Frequency: 1
Label: 俄亥俄州州长,		Frequency: 1
Label: 自我价值,		Frequency: 1
Label: 海岸,		Frequency: 1
Label: 凯文·尤克里斯,		Frequency: 1
Label: 約翰·甘迺迪,		Frequency: 1
Label: 美国最高法院大法官,		Frequency: 1
Label: 大波士顿地区,		Frequency: 1
Label: 奥尔巴尼市,		Frequency: 1
Label: 肖托夸县,		Frequency: 1
Label: 查尔斯·西格,		Frequency: 1
Label: 紐奧良,		Frequency: 1
Label: 美国欧洲司令部,		Frequency: 1
Label: 午夜,		Frequency: 1
Label: 親民黨,		Frequency: 1
Label: 无限元素,		Frequency: 1
Label: 女,		Frequency: 1
Label: 美国国会图书馆,		Frequency: 1
Label: 慣性導航儀,		Frequency: 1
Label: 加利福尼亚大学圣迭戈分校,		Frequency: 1
Label: 史帝芬·史匹柏,		Frequency: 1
Label: 求愛俗辣,		Frequency: 1
Label: 美国陆军学院,		Frequency: 1
Label: 聖安學校,		Frequency: 1
Label: 奶制品,		Frequency: 1
Label: 聯合國總部,		Frequency: 1
Label: 亨利·摩尔学院,		Frequency: 1
Label: 丹尼爾·史蒂文斯·迪金森,		Frequency: 1
Label: 皇后大道,		Frequency: 1
Label: 莫扎特,		Frequency: 1
Label: S·C·约翰逊管理研究院,		Frequency: 1
Label: 韧炼,		Frequency: 1
Label: 勒得羅鎮,		Frequency: 1
Label: 東南部,		Frequency: 1
Label: 立陶宛,		Frequency: 1
Label: 1612年,		Frequency: 1
Label: 沉积,		Frequency: 1
Label: 奧爾良王室,		Frequency: 1
Label: 紅木城,		Frequency: 1
Label: 凌虐,		Frequency: 1
Label: 戴维·格娄斯,		Frequency: 1
Label: 約翰·密德頓·克萊頓,		Frequency: 1
Label: 倫敦國際機場,		Frequency: 1
Label: 素里,		Frequency: 1
Label: 不存在的女兒,		Frequency: 1
Label: 摩天輪,		Frequency: 1
Label: 达文波特 (内布拉斯加州),		Frequency: 1
Label: 金鱗魚科,		Frequency: 1
Label: 舊金山-奧克蘭海灣大橋,		Frequency: 1
Label: 小約翰·戴維森·洛克菲勒,		Frequency: 1
Label: 武力,		Frequency: 1
Label: 1787年費城會議,		Frequency: 1
Label: 盧森堡公爵,		Frequency: 1
Label: 瑞弗斯·柯摩,		Frequency: 1
Label: 冠词,		Frequency: 1
Label: 皇后大學 (加拿大),		Frequency: 1
Label: 少年棒球聯盟,		Frequency: 1
Label: 金鱗魚亞目,		Frequency: 1
Label: AT&T,		Frequency: 1
Label: 网上,		Frequency: 1
Label: 西好萊塢,		Frequency: 1
Label: 恐魚屬,		Frequency: 1
Label: 比靈斯,		Frequency: 1
Label: 东北走廊,		Frequency: 1
Label: 州最高法院,		Frequency: 1
Label: 精神疾病,		Frequency: 1
Label: 種族,		Frequency: 1
Label: 首爾,		Frequency: 1
Label: 麦尔威·杜威,		Frequency: 1
Label: 希歐多爾·帕克,		Frequency: 1
Label: 萨斯喀彻温省,		Frequency: 1
Label: 國立台北商業技術學院,		Frequency: 1
Label: 俄罗斯帝国,		Frequency: 1
Label: 约翰·黑尔·文森特,		Frequency: 1
Label: 医学,		Frequency: 1
Label: 上诉法院,		Frequency: 1
Label: 洛克斐勒,		Frequency: 1
Label: 亂序執行,		Frequency: 1
Label: 佐世保市,		Frequency: 1
Label: 晶圓代工,		Frequency: 1
Label: 英國銀河圖書獎,		Frequency: 1
Label: 2013年NBA选秀,		Frequency: 1
Label: 委内瑞拉,		Frequency: 1
Label: 北卡罗来纳大学教堂山分校,		Frequency: 1
Label: 麦迪逊市,		Frequency: 1
Label: NBA最佳第六人,		Frequency: 1
Label: 太空總署,		Frequency: 1
Label: 授田大学,		Frequency: 1
Label: thumb|left|350px|《把銀禧帶來》於1952年的世界局勢 ---- ,		Frequency: 1
Label: 约翰·格拉博,		Frequency: 1
Label: 宗教,		Frequency: 1
Label: Jessica Simpson,		Frequency: 1
Label: 镇,		Frequency: 1
Label: 選舉人團選票,		Frequency: 1
Label: 萊恩·霍華德,		Frequency: 1
Label: 奥利弗·哈泽德·佩里·莫顿,		Frequency: 1
Label: 奧斯曼帝國,		Frequency: 1
Label: 鄭志龍,		Frequency: 1
Label: 塔科馬海峽吊橋,		Frequency: 1
Label: 憲法,		Frequency: 1
Label: 德克萨斯州诉约翰逊案,		Frequency: 1
Label: 谢尔曼·费尔柴尔德,		Frequency: 1
Label: 康瑟尔布拉夫斯,		Frequency: 1
Label: SuperPascal,		Frequency: 1
Label: 戰爭片,		Frequency: 1
Label: 密西西比領地,		Frequency: 1
Label: 信息理论,		Frequency: 1
Label: 意法半導體,		Frequency: 1
Label: 胰腺癌,		Frequency: 1
Label: 隘口,		Frequency: 1
Label: 美国化学工程师学会,		Frequency: 1
Label: 馬塞爾·普魯斯特,		Frequency: 1
Label: 695,		Frequency: 1
Label: 帕羅奧多研究中心,		Frequency: 1
Label: 罚金,		Frequency: 1
Label: 艾森豪,		Frequency: 1
Label: 華爾街,		Frequency: 1
Label: 李奧納多·狄卡皮歐,		Frequency: 1
Label: 里爾,		Frequency: 1
Label: （Amazon.com）,		Frequency: 1
Label: 女子学院,		Frequency: 1
Label: 都柏林大学,		Frequency: 1
Label: 朱利亚德学院,		Frequency: 1
Label: Georgia,		Frequency: 1
Label: 禁酒主義,		Frequency: 1
Label: 中将,		Frequency: 1
Label: 康斯坦察,		Frequency: 1
Label: 国际滑冰联盟,		Frequency: 1
Label: 奧黑爾國際機場,		Frequency: 1
Label: 私募基金,		Frequency: 1
Label: 南港車站,		Frequency: 1
Label: 元音,		Frequency: 1
Label: 巡防艦,		Frequency: 1
Label: 哈维·凯特尔,		Frequency: 1
Label: 多明尼加,		Frequency: 1
Label: 拉瓜迪亚机场,		Frequency: 1
Label: 路易斯·布兰戴斯,		Frequency: 1
Label: 印地安纳州,		Frequency: 1
Label: 国家973项目,		Frequency: 1
Label: 大洲,		Frequency: 1
Label: 墓,		Frequency: 1
Label: 國際聯盟,		Frequency: 1
Label: 薩蒙·P·蔡斯,		Frequency: 1
Label: 西维吉尼亚州,		Frequency: 1
Label: 缅因‧洋基,		Frequency: 1
Label: 美国联盟东区,		Frequency: 1
Label: 美屬處女島,		Frequency: 1
Label: 卡爾·巴赫的巨人,		Frequency: 1
Label: 大波士頓地區,		Frequency: 1
Label: 直接投资部,		Frequency: 1
Label: 何那斯·華格納,		Frequency: 1
Label: 美國2010年人口普查,		Frequency: 1
Label: 约瑟夫·曼库索,		Frequency: 1
Label: 西南部,		Frequency: 1
Label: 杰森·赫什,		Frequency: 1
Label: 死亡,		Frequency: 1
Label: 液冷發動機,		Frequency: 1
Label: 蘇線鐵路,		Frequency: 1
Label: 李維頓,		Frequency: 1
Label: 布什,		Frequency: 1
Label: 贝塞斯达,		Frequency: 1
Label: 步兵,		Frequency: 1
Label: 村鎮,		Frequency: 1
Label: 地中海联盟,		Frequency: 1
Label: 山姆·沃爾頓,		Frequency: 1
Label: 穿異性服裝,		Frequency: 1
Label: 隱形眼鏡,		Frequency: 1
Label: 1726年,		Frequency: 1
Label: 科威特,		Frequency: 1
Label: 哈特福,		Frequency: 1
Label: 国王十字,		Frequency: 1
Label: 萊辛頓,		Frequency: 1
Label: 2011年国家国情咨文,		Frequency: 1
Label: 阿諾·史瓦辛格,		Frequency: 1
Label: 長島町,		Frequency: 1
Label: 奥尔顿·B·帕克,		Frequency: 1
Label: 普洛威頓斯,		Frequency: 1
Label: 茶壺,		Frequency: 1
Label: 布莱尼亚克,		Frequency: 1
Label: 食品,		Frequency: 1
Label: 迷上癮,		Frequency: 1
Label: 美国电气工程师协会,		Frequency: 1
Label: 庚子赔款,		Frequency: 1
Label: 成田机场,		Frequency: 1
Label: 专家,		Frequency: 1
