============== Resource: 迈克尔·乔丹 ==============
Label: 波士顿凯尔特人,		Frequency: 165
Label: 凯尔特王朝,		Frequency: 1
Label: 張泰山,		Frequency: 1
Label: 提姆·鄧肯,		Frequency: 1
Label: 1956,		Frequency: 1
Label: 比爾·羅素,		Frequency: 1
Label: 迈克尔·布拉德利,		Frequency: 1
Label: 鲁本斯·巴里切罗,		Frequency: 1
Label: 完全打擊,		Frequency: 1
Label: 斯洛文尼亚,		Frequency: 1
Label: 麥可·舒馬克,		Frequency: 1
Label: 柏林奥运会,		Frequency: 1
Label: 卡里姆·阿卜杜·贾巴尔,		Frequency: 1
Label: 休斯頓火箭,		Frequency: 1
Label: 寶馬方程式賽車,		Frequency: 1
Label: 劉高琮,		Frequency: 1
Label: 蒂姆·鄧肯,		Frequency: 1
Label: 亚利桑那大学,		Frequency: 1
Label: 紐澤西,		Frequency: 1
Label: 校董会,		Frequency: 1
Label: Sanders,		Frequency: 1
Label: 华盛顿奇才队,		Frequency: 1
Label: 大衛·羅賓遜,		Frequency: 1
Label: 史蒂夫·弗朗西斯,		Frequency: 1
Label: 夏洛特山猫队,		Frequency: 1
Label: 1992年巴塞隆拿奧林匹克運動會,		Frequency: 1

